Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $4098.17/ETH,TxnFee(ETH),TxnFee(USD),Method,Status,DateTime
0x0c8faa6657599ae6e8b25caa8e6f03ced8ab019bd5dbea8f7d7aa856f84ec57b,7078990,1638099557,11/28/21 11:39,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,9.28E-06,0.038018862,Validate Document,,28/11/21 11:38
0x681dc51d059156cae679e8756219e6f929a60c4a257f86b3d0adbb4094ffbb7d,7078991,1638099557,11/28/21 11:39,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,2.33E-05,0.095540338,Set Shipping Agreement,,28/11/21 11:38
0x4f7cb8617a6104ea6c7bd7556d1b9961f7312dc089dd39faca4bc0979af1cb54,7078995,1638099557,11/28/21 11:39,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,7.10E-06,0.02909312,Verify Goods,,28/11/21 11:38
0x9d1a9ff779ecb62729329512216c789ceac5c634edf35bea179c6f812aab6bb8,7078996,1638099557,11/28/21 11:39,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,7.11E-06,0.029155507,Verify Goods,,28/11/21 11:38
0x9ae472b9867d054b434701a21a2873f22c23db08af061fcb491388dd8a4c5eb1,7079000,1638099617,11/28/21 11:40,0x209b153a796c1924b675e5cd9476384cd38e9387,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,7.12E-06,0.029164196,Initiate Shipment,,28/11/21 11:38
0x27d95cb0a03cb971351d2df2bfd9b756d346745d34d7a40b143e1e4f2b1dc73b,7079005,1638099617,11/28/21 11:40,0xe323b722518c16b903eb840d6ee00c504bfec25b,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,7.11E-06,0.029157113,Verify Goods,,28/11/21 11:38
0x9ab71d9e5f71d53fa0429db810cdff78f11be4cdc9e2d68ac145915dc065fb0f,7079009,1638099617,11/28/21 11:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,7.13E-06,0.029211306,Confirm Shipment,,28/11/21 11:38
0x0f9839c0898636bcc1d3fd4596067bfa5a73da3cf86cf8e2442978ea304f8d1d,7079011,1638099617,11/28/21 11:40,0x9049ce69906d3cd891556810c39f09ea921fc087,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,1.64E-05,0.06730783,Set Payment Agreement,,28/11/21 11:38
0x8f4c244309ec185384f1bbfacc0e7d564df9286628d551fe81aa60cd45465916,7079014,1638099617,11/28/21 11:40,0x9049ce69906d3cd891556810c39f09ea921fc087,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,7.09E-06,0.029042428,Initiate Payment,,28/11/21 11:38
0x547862dbea83c097182773ab645abfebe30abecdb6ffb83f5377981805c0aa2b,7079017,1638099617,11/28/21 11:40,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,7.11E-06,0.029154478,Processpayment,,28/11/21 11:38
0xed6bab1050f3b95299684200714b3837263905dc564fcda5a3b1c6f20f8a5654,7079019,1638099677,11/28/21 11:41,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x175db7ba32625436423bd87b4bdcd151a757771b,,0,0,0,7.10E-06,0.029102715,Payment Received,,28/11/21 11:38
